	Chromosome	Position	113B_CM+_vs_113B_PBMC.tumour
22_26027390	22	26027390	-0.841396705315545
22_26027557	22	26027557	-1.17052468084834
22_26292472	22	26292472	-0.364550989189097
22_26292614	22	26292614	-1.0745380743785
22_26292793	22	26292793	-1.25505819106001
22_26292865	22	26292865	-1.01990281780165
22_26292872	22	26292872	-0.913994309230493
22_26299111	22	26299111	-1.14812379024331
22_26299138	22	26299138	-0.889811794651924
22_26306049	22	26306049	-0.896520402296369
22_26310730	22	26310730	-1.24590649269048
22_26311769	22	26311769	-0.893965828736676
22_26313831	22	26313831	-0.630619455112524
22_26365508	22	26365508	-1.19466637618034
22_26375597	22	26375597	-0.882619368042058
22_26433948	22	26433948	-0.918816692687337
22_26434319	22	26434319	-0.413521333445589
22_26451471	22	26451471	-0.233879408674883
22_26457867	22	26457867	-0.896303439360267
22_26457939	22	26457939	-0.931173899207319
22_26458475	22	26458475	-0.646444422274207
22_26463976	22	26463976	-1.3265641560357
22_26464234	22	26464234	-1.06743118788424
22_26464742	22	26464742	-0.958388428588947
22_26465507	22	26465507	-1.12890984907334
22_26465548	22	26465548	-1.00463606114834
22_26466075	22	26466075	-0.514817464860941
22_26466187	22	26466187	-0.551066374196948
22_26466218	22	26466218	-0.79187486179577
22_26466236	22	26466236	-0.692903733366867
22_26467241	22	26467241	-0.696026451124767
22_26470757	22	26470757	-0.606916058087569
22_26470758	22	26470758	-0.651681070640354
22_26472358	22	26472358	-0.920367144250736
22_26472843	22	26472843	-0.720445003717983
22_26477019	22	26477019	-0.759036248650567
22_26488186	22	26488186	-0.87801694176839
22_26490103	22	26490103	-1.03945561522305
22_26492238	22	26492238	-0.895357719863347
22_26499161	22	26499161	-0.62612443789461
22_26499530	22	26499530	-0.834985101883866
22_26510065	22	26510065	-0.521167200857531
22_26510123	22	26510123	-0.594188185142782
22_26510219	22	26510219	-0.428491066104255
22_26536184	22	26536184	-0.941900305800378
22_26541121	22	26541121	-1.0378693643311
22_26541484	22	26541484	-0.922534980933447
22_26607922	22	26607922	-0.666482175510752
22_26607993	22	26607993	-0.296134526017022
22_26628294	22	26628294	-0.426839818309378
22_26628311	22	26628311	-0.537510050721042
22_27060346	22	27060346	-0.745980095825121
22_27188990	22	27188990	-0.978426181825491
22_27224553	22	27224553	-1.04659768446707
22_27797109	22	27797109	-0.604865318522807
22_27798948	22	27798948	-0.819728435806433
22_27799043	22	27799043	-0.726746050365068
22_27799485	22	27799485	-0.834985101883866
22_27873753	22	27873753	-0.597477573125929
22_27982462	22	27982462	-0.930673050377124
22_27983010	22	27983010	-0.869586100984488
22_27983070	22	27983070	-1.20883916609009
22_27983379	22	27983379	-0.403107986512148
22_27983727	22	27983727	-0.86661217849614
22_28021052	22	28021052	-0.884869360763999
22_28029008	22	28029008	-0.824442724252201
22_28099040	22	28099040	-0.376837362516926
22_28105592	22	28105592	-0.62758539502289
22_28107463	22	28107463	-0.820338325919464
22_28163132	22	28163132	-1.26296165687021
22_28163533	22	28163533	-1.19466637618034
22_28695852	22	28695852	-0.904425600381715
22_28712241	22	28712241	-0.734694288278606
22_28745929	22	28745929	-0.70688027613618
22_28773026	22	28773026	-0.519788280761264
22_28781086	22	28781086	-1.06374142873518
22_29048457	22	29048457	-1.18701280363691
22_29049463	22	29049463	-0.817063193886603
22_29049788	22	29049788	-0.830868993411634
22_29050623	22	29050623	-1.20493471163417
22_29050799	22	29050799	-1.0051744806511
22_29060541	22	29060541	-0.926303450749359
22_29060711	22	29060711	-0.629235132241983
22_29060745	22	29060745	-0.759484360174868
22_29073142	22	29073142	-0.624418115944207
22_29121475	22	29121475	-0.582704953196326
22_29137449	22	29137449	-0.233555389573939
22_29137614	22	29137614	-0.678865899966584
22_29138633	22	29138633	-0.431899862760443
22_29141952	22	29141952	-0.788277116687166
22_29141977	22	29141977	-0.712596757279133
22_29142001	22	29142001	-0.847639574290137
22_29225139	22	29225139	-0.643651207382526
22_29233443	22	29233443	-1.01180231903053
22_29233444	22	29233444	-0.998746166205088
22_29258844	22	29258844	-0.848596585960978
22_29258957	22	29258957	-0.84832619048818
22_29260169	22	29260169	-0.560471199164354
22_29260400	22	29260400	-1.11592970557543
22_29263971	22	29263971	-0.395411952893857
22_29264364	22	29264364	-0.212547895744047
22_29287109	22	29287109	-0.566114606911505
22_29297925	22	29297925	-0.617252709559423
22_29308135	22	29308135	-0.532787640478639
22_29308141	22	29308141	-0.668139493373525
22_29310895	22	29310895	-0.574294636518371
22_29311608	22	29311608	-0.865757450678682
22_29312241	22	29312241	-1.34313200555419
22_29316034	22	29316034	-0.874660968332629
22_29316060	22	29316060	-1.01298340386186
22_29330635	22	29330635	-0.771975304358065
22_29331877	22	29331877	-0.391703223239898
22_29331892	22	29331892	-0.486573085495817
22_29351277	22	29351277	-0.834259582612408
22_29351789	22	29351789	-0.610694397325005
22_29359899	22	29359899	-0.947825139757483
22_29441548	22	29441548	0.0158714588103251
22_29441594	22	29441594	0.0250376734780799
22_29441713	22	29441713	0.0101196652978006
22_29441899	22	29441899	-0.189096118137398
22_29480559	22	29480559	0.153062637960712
22_29489086	22	29489086	0.112547478221999
22_29489545	22	29489545	0.0958546161950403
22_29489578	22	29489578	0.179526177950745
22_29489872	22	29489872	-0.171582763067303
22_29490397	22	29490397	-0.216760147030961
22_29490424	22	29490424	-0.181366240495767
22_29512036	22	29512036	0.426353412087913
22_29512083	22	29512083	0.306634530338301
22_29517283	22	29517283	0.0337558752198747
22_29517289	22	29517289	0.0182323110851204
22_29529232	22	29529232	0.35176006406418
22_29673263	22	29673263	0.053526964409798
22_29727762	22	29727762	-0.082315424970216
22_29729099	22	29729099	0.0143180021717093
22_29740712	22	29740712	-0.15422286851924
22_29767537	22	29767537	-0.0776015869163272
22_29793653	22	29793653	0.0420127100319859
22_29793654	22	29793654	0.0420127100319859
22_29825188	22	29825188	0.521755898698645
22_29827595	22	29827595	-0.00564765056051594
22_29978971	22	29978971	0.179769527034713
22_29994169	22	29994169	0.155420946685095
22_30019951	22	30019951	0.0836347863067598
22_30020394	22	30020394	0.443292682545001
22_30020538	22	30020538	0.107009294680569
22_30093956	22	30093956	0.261191559577134
22_30121661	22	30121661	0.134310260819741
22_30207129	22	30207129	0.0482036580571225
22_30263994	22	30263994	0.177751489160711
22_30266774	22	30266774	-0.0297730618257121
22_30286017	22	30286017	0.111211030659185
22_30286885	22	30286885	0.0182323110851204
22_30287485	22	30287485	0.138228025291289
22_30289375	22	30289375	0.168082155185653
22_30292499	22	30292499	0.187382711144589
22_30292528	22	30292528	-0.0588564521462269
22_30294031	22	30294031	0.418355907746084
22_30304618	22	30304618	0.149169274930695
22_30326808	22	30326808	0.521755898698645
22_30341759	22	30341759	0.147854346957951
22_30366046	22	30366046	-0.0911527882293929
22_30370450	22	30370450	-0.1298688965333
22_30370879	22	30370879	0.532178088801321
22_30372276	22	30372276	0.321134100033416
22_30374614	22	30374614	0.0654716828559747
22_30374637	22	30374637	-0.000244292031182527
22_30375565	22	30375565	0.131809380382632
22_30376697	22	30376697	0.00960117650843254
22_30376699	22	30376699	-0.0588564521462269
22_30386100	22	30386100	0.00845831838425002
22_30386742	22	30386742	0.477384164578652
22_30397148	22	30397148	0.497631755399215
22_30398730	22	30398730	0.205998389311936
22_30399644	22	30399644	0.0580996941996222
22_30427126	22	30427126	0.466811555229051
22_30427209	22	30427209	0.450417116978383
22_30461386	22	30461386	-0.0327395365670319
22_30461461	22	30461461	-0.279578922372982
22_30468623	22	30468623	0.0282551832661573
22_30490227	22	30490227	-0.139707088858552
22_30491591	22	30491591	0.178696983278366
22_30491932	22	30491932	0.14879800449136
22_30494899	22	30494899	0.0977683096905932
22_30495313	22	30495313	0.00563227430548688
22_30495413	22	30495413	0.0675600234486887
22_30495425	22	30495425	-0.171905911246701
22_30495762	22	30495762	-0.1782955865358
22_30505605	22	30505605	-0.131871249444448
22_30525384	22	30525384	0.248634975317221
22_30525863	22	30525863	0.452064969859865
22_30532265	22	30532265	0.10487646486907
22_30532301	22	30532301	0.0730500356655937
22_30532490	22	30532490	0.213669402664865
22_30534171	22	30534171	0.150620191956328
22_30534198	22	30534198	0.18222100602881
22_30538829	22	30538829	0.195963486409636
22_30538898	22	30538898	0.307751888112669
22_30538900	22	30538900	0.29215503306165
22_30555495	22	30555495	0.277777730839035
22_30555961	22	30555961	0.134915291250453
22_30556027	22	30556027	-0.00901450165891451
22_30557308	22	30557308	0.00563227430548688
22_30577088	22	30577088	-0.0520832235508006
22_30584560	22	30584560	-0.0829044002961706
22_30607092	22	30607092	-0.167903980689205
22_30607151	22	30607151	-0.0064405579950882
22_30607234	22	30607234	0.0844338420130848
22_30610873	22	30610873	0.0271120017159382
22_30610895	22	30610895	-0.00901450165891451
22_30614444	22	30614444	-0.120779105236822
22_30614475	22	30614475	-0.0235140713540297
22_30615623	22	30615623	0.165014898116134
22_30623011	22	30623011	0.535206205160111
22_30626902	22	30626902	0.622655984258942
22_30636723	22	30636723	0.161682200813239
22_30636933	22	30636933	-0.228613708103682
22_30637029	22	30637029	0.186604768261954
22_30646619	22	30646619	-0.0350097101918591
22_30646629	22	30646629	-0.0693612149826362
22_30694257	22	30694257	0.303973548875233
22_30695152	22	30695152	0.035379617699539
22_30695167	22	30695167	0.0277260451561034
22_30695318	22	30695318	-0.376566611828154
22_30870559	22	30870559	-0.153404410994089
22_30870565	22	30870565	-0.115929705575427
22_30881713	22	30881713	0.173576911619558
22_30884907	22	30884907	0.648133184468201
22_30889203	22	30889203	0.273112585170473
22_30889561	22	30889561	0.173576911619558
22_30890941	22	30890941	0.0511469335578553
22_30893904	22	30893904	0.273348686151425
22_30906138	22	30906138	0.121109491725423
22_30906246	22	30906246	0.0890482824931243
22_30932643	22	30932643	0.152923240401216
22_30937644	22	30937644	0.330784270067136
22_30939980	22	30939980	0.104035978366481
22_30958667	22	30958667	0.353555577725794
22_31082956	22	31082956	0.11369202016294
22_31083248	22	31083248	-0.0773883124624108
22_31088944	22	31088944	0.350881443427468
22_31090868	22	31090868	0.0650861245157294
22_31090999	22	31090999	-0.0679601319931456
22_31091282	22	31091282	-0.108402968940543
22_31091368	22	31091368	-0.111461770629732
22_31091746	22	31091746	0.161682200813239
22_31091761	22	31091761	0.0811833073126634
22_31092511	22	31092511	0.0636378777410525
22_31093453	22	31093453	0.228024695641935
22_31093748	22	31093748	0.639655593477529
22_31095309	22	31095309	0.0399523474893628
22_31095408	22	31095408	-0.116803801355506
22_31096795	22	31096795	-0.134545383742773
22_31096797	22	31096797	-0.0170878021945968
22_31097139	22	31097139	0.0811833073126634
22_31097178	22	31097178	0.00424972025536797
22_31105005	22	31105005	-0.0647570535859111
22_31105940	22	31105940	0.314612380638026
22_31124933	22	31124933	0.442763544434948
22_31125008	22	31125008	0.453091251276708
22_31125119	22	31125119	0.114068506344849
22_31125418	22	31125418	-0.139346370006595
22_31125609	22	31125609	-0.226979210954554
22_31125864	22	31125864	0.322000843850949
22_31126995	22	31126995	-0.0653342470486569
22_31133477	22	31133477	0.346669192140554
22_31133918	22	31133918	0.243966239510956
22_31134087	22	31134087	-0.00275551118723237
22_31135802	22	31135802	-0.224487509055572
22_31137810	22	31137810	0.381181483703355
22_31137857	22	31137857	0.0413239814487957
22_31137966	22	31137966	-0.0912538208314782
22_31137981	22	31137981	-0.0909256994455321
22_31139886	22	31139886	0.353555577725794
22_31140009	22	31140009	0.0441605032417485
22_31140147	22	31140147	0.61074447464805
22_31140247	22	31140247	0.0967801623636819
22_31195526	22	31195526	0.165963727509683
22_31225806	22	31225806	0.356348792617474
22_31259159	22	31259159	0.539485791478229
22_31259222	22	31259222	0.473781110043893
22_31267889	22	31267889	-0.0350097101918591
22_31277125	22	31277125	0.265499401060598
22_31277130	22	31277130	0.267553059828572
22_31278338	22	31278338	0.107009294680569
22_31289270	22	31289270	0.144968955914376
22_31291008	22	31291008	0.206329624542616
22_31326900	22	31326900	0.145562535449962
22_31341450	22	31341450	0.123327316975242
22_31344463	22	31344463	0.121109491725423
22_31442084	22	31442084	0.102493813558076
22_31463873	22	31463873	-0.00100081802696024
22_31528812	22	31528812	0.278650768711903
22_31546933	22	31546933	0.0525826892320565
22_31550296	22	31550296	0.242099880853657
22_31556951	22	31556951	-0.0325028545812843
22_31561340	22	31561340	0.47393492368452
22_31580313	22	31580313	0.399136612034689
22_31602626	22	31602626	-0.00463606114834027
22_31604944	22	31604944	0.370629091084735
22_31607945	22	31607945	0.12848902209102
22_31611151	22	31611151	0.147104700258367
22_31611278	22	31611278	0.273828385255059
22_31611824	22	31611824	-0.356937805079222
22_31611881	22	31611881	-0.168634274322055
22_31612053	22	31612053	0.12848902209102
22_31612060	22	31612060	0.0613748262324833
22_31615239	22	31615239	0.116516380424944
22_31618259	22	31618259	-0.00804266259158966
22_31618310	22	31618310	0.0465778243044029
22_31648132	22	31648132	0.011532875745171
22_31676783	22	31676783	0.374866083971206
22_31685695	22	31685695	0.174585436680474
22_31685698	22	31685698	0.186204519947308
22_31713319	22	31713319	0.172529583050231
22_31713625	22	31713625	0.305192556164395
22_31713654	22	31713654	0.519073477645325
22_31713727	22	31713727	0.757133961629573
22_31714143	22	31714143	0.136394220176367
22_31714177	22	31714177	0.397949697084247
22_31714952	22	31714952	-0.253101994094682
22_31715696	22	31715696	0.0967801623636819
22_31716263	22	31716263	0.0189290969189446
22_31716475	22	31716475	0.282472479664311
22_31716880	22	31716880	0.71162648140385
22_31717178	22	31717178	0.228024695641935
22_31717283	22	31717283	0.362674222336716
22_31798595	22	31798595	0.561150997134161
22_31804175	22	31804175	0.186683900261035
22_31815426	22	31815426	-0.0667185699191974
22_31821635	22	31821635	0.460198137770968
22_31822758	22	31822758	0.191804507729181
22_31833945	22	31833945	0.0268848235340833
22_31837042	22	31837042	-0.09015126438432
22_31938035	22	31938035	-0.00778824145683489
22_31938243	22	31938243	0.215533751458738
22_31945515	22	31945515	-0.00145715048083261
22_32084518	22	32084518	0.388489367835181
22_32091757	22	32091757	0.175557275747799
22_32110063	22	32110063	0.192835267179635
22_32110117	22	32110117	0.319817171561425
22_32150959	22	32150959	0.216709382414101
22_32150972	22	32150972	0.0114496009008011
22_32151517	22	32151517	0.238441311587273
22_32151530	22	32151530	0.129171308715649
22_32151536	22	32151536	0.144968955914376
22_32152083	22	32152083	0.06703281896963
22_32152595	22	32152595	0.254496907003126
22_32158998	22	32158998	0.13072749428702
22_32159006	22	32159006	0.0860056907695068
22_32159010	22	32159010	0.152473662634758
22_32190888	22	32190888	-0.102364977993624
22_32190891	22	32190891	0.00143228577620118
22_32191036	22	32191036	0.178485234840619
22_32191040	22	32191040	0.149367751766936
22_32191251	22	32191251	0.279250018997108
22_32191268	22	32191268	0.12848902209102
22_32191274	22	32191274	0.0967801623636819
22_32191286	22	32191286	0.208659370775004
22_32191315	22	32191315	0.161426946912911
22_32192914	22	32192914	-0.276017809695654
22_32193036	22	32193036	-0.143069456049312
22_32193103	22	32193103	0.0233342760389457
22_32194408	22	32194408	0.0259192884504726
22_32194462	22	32194462	0.138526544802832
22_32196133	22	32196133	0.214085504684061
22_32229310	22	32229310	0.144883460341689
22_32247509	22	32247509	0.238831450598518
22_32358243	22	32358243	-0.114661959412225
22_32358245	22	32358245	-0.072841783717598
22_32358263	22	32358263	-0.211396962263868
22_32358269	22	32358269	-0.200508646121132
22_32358319	22	32358319	-0.0816598034906805
22_32358513	22	32358513	0.192691622529654
22_32358574	22	32358574	0.0112133065687867
22_32360420	22	32360420	0.160517876283658
22_32360568	22	32360568	-0.180671276763082
22_32360573	22	32360573	-0.154444941180478
22_32360697	22	32360697	0.0711558470250687
22_32360716	22	32360716	-0.0044213903584362
22_32388064	22	32388064	-0.110391522033997
22_32395164	22	32395164	0.392144075403041
22_32399654	22	32399654	0.18222100602881
22_32412091	22	32412091	-0.25565446924204
22_32414391	22	32414391	0.42066977358433
22_32415965	22	32415965	0.228024695641935
22_32432379	22	32432379	-0.0529954556652217
22_32435724	22	32435724	-0.883483619575056
22_32435850	22	32435850	-0.16904625710746
22_32479203	22	32479203	0.0675600234486887
22_32484019	22	32484019	-0.16531773253759
22_32491163	22	32491163	0.34258445990479
22_32498466	22	32498466	0.101391257110918
22_32518080	22	32518080	0.267018827257798
22_32518246	22	32518246	0.133387821503859
22_32857293	22	32857293	0.0681533588635453
22_32857305	22	32857305	0.0884733432431412
22_33006531	22	33006531	-0.208839166090088
22_33274598	22	33274598	0.228024695641935
22_33277184	22	33277184	0.0850667417998918
22_33283303	22	33283303	-0.11757230513906
22_33304411	22	33304411	0.173576911619558
22_33604498	22	33604498	0.154024114198158
22_33626300	22	33626300	0.218309540808723
22_33650466	22	33650466	-0.0350097101918591
22_35067169	22	35067169	0.194857831706735
22_35067186	22	35067186	0.194601694104484
22_35067222	22	35067222	0.206651044849368
22_35067256	22	35067256	0.134157772177713
22_35082651	22	35082651	0.427333503865341
22_35085668	22	35085668	-0.227654788134255
22_35264882	22	35264882	0.240408420097767
22_35265234	22	35265234	0.151403414039022
22_35317938	22	35317938	-0.0533882395067136
22_35334433	22	35334433	0.228024695641935
22_35389903	22	35389903	-0.246655750064311
22_35393571	22	35393571	0.124520119888075
22_35403454	22	35403454	-0.0286119389937084
22_35403506	22	35403506	-0.109670715103744
22_35406693	22	35406693	0.256221587472586
22_35417767	22	35417767	0.397949697084247
22_35454028	22	35454028	0.228024695641935
22_35610998	22	35610998	0.174585436680474
22_35611028	22	35611028	0.242671471606336
22_35658897	22	35658897	0.399393113953916
22_35659094	22	35659094	0.106034171263324
22_35659117	22	35659117	0.131348676230261
22_35720488	22	35720488	0.569061613477002
22_35720497	22	35720497	0.57821105057081
22_35720546	22	35720546	0.410401438130504
22_35726333	22	35726333	0.456556254075789
22_35726677	22	35726677	0.125541738040684
22_35726883	22	35726883	-0.0573775232203136
22_35728813	22	35728813	-0.149044953437889
22_35768278	22	35768278	0.41294241155972
22_35809902	22	35809902	0.360662464220054
22_36141383	22	36141383	0.0215738181745085
22_36141452	22	36141452	-0.0637414287351751
22_36141715	22	36141715	0.265826728354319
22_36141727	22	36141727	0.165560608695281
22_36141845	22	36141845	0.469997485947899
22_36149874	22	36149874	0.179115095160988
22_36160775	22	36160775	0.520475589452463
22_36191154	22	36191154	0.211345954495304
22_36191175	22	36191175	0.132867462601595
22_36191231	22	36191231	0.34235737112093
22_36191298	22	36191298	0.319447723405529
22_36191438	22	36191438	0.606536318895665
22_36191463	22	36191463	0.395134681477193
22_36191512	22	36191512	0.435349668889441
22_36191656	22	36191656	0.169726055077268
22_36191840	22	36191840	0.38768136163042
22_36191906	22	36191906	0.450417116978383
22_36195334	22	36195334	0.556861159871475
22_36195429	22	36195429	0.380027789086985
22_36199341	22	36199341	0.254496907003126
22_36199562	22	36199562	0.194077363718597
22_36199602	22	36199602	0.200543959219828
22_36202003	22	36202003	0.199735651210511
22_36228185	22	36228185	0.123055136040392
22_36237179	22	36237179	-0.0528761309853729
22_36259689	22	36259689	0.577967166698894
22_36265628	22	36265628	-0.0626524652609878
22_36265745	22	36265745	0.325049150036799
22_36265796	22	36265796	0.286918384695503
22_36265845	22	36265845	0.193259277481258
22_36266018	22	36266018	0.447337724046411
22_36284279	22	36284279	0.406361936900447
22_36285751	22	36285751	0.236848546028941
22_36288285	22	36288285	0.158203246144363
22_36288308	22	36288308	0.313542766827992
22_36288934	22	36288934	-0.192550987178339
22_36312151	22	36312151	0.180718980863578
22_36480682	22	36480682	0.429164567749786
22_36480805	22	36480805	0.608296776760102
22_36481597	22	36481597	0.789335928298446
22_36481648	22	36481648	0.573160181690622
22_36490065	22	36490065	-0.131517691045205
22_36496193	22	36496193	0.100017083265863
22_36501380	22	36501380	0.424421908445438
22_36504224	22	36504224	0.643062194920778
22_36504759	22	36504759	0.10872576726959
22_36506212	22	36506212	0.167270664562838
22_36511618	22	36511618	0.584589792201314
22_36512540	22	36512540	0.30745916313634
22_36525686	22	36525686	0.241080848467381
22_36526005	22	36526005	0.535597497552227
22_36526020	22	36526020	0.566193431536508
22_36700882	22	36700882	0.153477742276881
22_36762941	22	36762941	0.48436444890172
22_36860804	22	36860804	-0.145790140910396
22_36864973	22	36864973	0.332994255243477
22_36865041	22	36865041	0.25687955831412
22_36870530	22	36870530	0.28049211553607
22_36875730	22	36875730	-0.0795481062683576
22_36877763	22	36877763	0.443037586612785
22_36923251	22	36923251	0.409863018627748
22_36930752	22	36930752	0.263071642741135
22_36932871	22	36932871	0.28049211553607
22_36933957	22	36933957	0.18571389078397
22_36935634	22	36935634	0.228024695641935
22_36937634	22	36937634	0.00789888127743177
22_36937762	22	36937762	0.288778726721031
22_36937894	22	36937894	0.228024695641935
22_36938299	22	36938299	0.166624150977792
22_36938333	22	36938333	0.376888081556417
22_36991216	22	36991216	0.540812136672828
22_36999958	22	36999958	0.156234012573925
22_37002201	22	37002201	0.211722883312834
22_37011305	22	37011305	0.278650768711903
22_37024485	22	37024485	0.611811260936339
22_37024820	22	37024820	0.396422227337653
22_37052612	22	37052612	0.016520590448223
22_37052627	22	37052627	-0.171582763067303
22_37057412	22	37057412	-0.051129375555136
22_37061418	22	37061418	0.12962099158094
22_37061545	22	37061545	0.0455466438565378
22_37062604	22	37062604	0.383302921119846
22_37062721	22	37062721	0.470881219538098
22_37066886	22	37066886	0.275721437673231
22_37066896	22	37066896	0.393761900120814
22_37069137	22	37069137	0.00359312903188837
22_37070525	22	37070525	0.0336466504750833
22_37070954	22	37070954	0.46653678234166
22_37073551	22	37073551	0.430213546255202
22_37084757	22	37084757	0.173058236424006
22_37089684	22	37089684	0.199455543445164
22_37098445	22	37098445	0.108561029040363
22_37103346	22	37103346	0.513426914504183
22_37128324	22	37128324	0.537879958228722
22_37139196	22	37139196	0.164599315500301
22_37142468	22	37142468	0.184632100128554
22_37182539	22	37182539	0.258398344685453
22_37184402	22	37184402	0.118147077869561
22_37184423	22	37184423	0.197436375808512
22_37206982	22	37206982	0.465888525740823
22_37207247	22	37207247	-0.0552821052181202
22_37207288	22	37207288	-0.041435979351292
22_37207351	22	37207351	0.295769302277769
22_37207492	22	37207492	0.430517559540678
22_37207694	22	37207694	-0.0313619331767147
22_37207706	22	37207706	0.0866688463963932
22_37226751	22	37226751	0.431239015294518
22_37300937	22	37300937	0.293912631298392
22_37303387	22	37303387	0.6791314496283
22_37309981	22	37309981	0.190549990223272
22_37311031	22	37311031	0.0493188086574126
22_37312070	22	37312070	0.119090324088771
22_37373258	22	37373258	0.173058236424006
22_37374008	22	37374008	0.0112133065687867
22_37374317	22	37374317	0.368202353690195
22_37375308	22	37375308	0.243792011500251
22_37486111	22	37486111	0.499829311103461
22_37491799	22	37491799	0.118400204467437
22_37494124	22	37494124	0.116993383253191
22_37506267	22	37506267	0.241445211404256
22_37507871	22	37507871	0.0645259633590552
22_37507876	22	37507876	0.109083622918427
22_37508545	22	37508545	0.79877333714339
22_37519138	22	37519138	0.502387107277241
22_37566576	22	37566576	-0.341340950028203
22_37566639	22	37566639	-0.72193462185847
22_37566772	22	37566772	-0.941900305800378
22_37568224	22	37568224	-0.783030492867061
22_37568385	22	37568385	-0.166254243470112
22_37568386	22	37568386	-0.277210612608487
22_37568760	22	37568760	-0.914933258200108
22_37570642	22	37570642	-0.588668090995005
22_37576621	22	37576621	0.0511469335578553
22_37614248	22	37614248	-0.535907946124541
22_37623431	22	37623431	-0.547935030140135
22_37625063	22	37625063	-0.920073943347199
22_37625930	22	37625930	-0.300354276712854
22_37630102	22	37630102	-0.192818425318115
22_37631005	22	37631005	-0.260076265826633
22_37632066	22	37632066	-0.845224286388704
22_37639844	22	37639844	-0.657332738416943
22_37643739	22	37643739	-0.821728339555165
22_37650688	22	37650688	-0.914933258200108
22_37655322	22	37655322	-0.38864666480656
22_37655621	22	37655621	-0.262961656870208
22_37655992	22	37655992	-1.05437503505879
22_37656047	22	37656047	-1.00901450165891
22_37658816	22	37658816	-0.801121650017582
22_37659171	22	37659171	-0.537510050721042
22_37665569	22	37665569	-0.708410175580599
22_37665630	22	37665630	-0.437556265287506
22_37688903	22	37688903	-0.829006249394444
22_37691302	22	37691302	-0.400006526971107
22_37713346	22	37713346	-0.441826702665735
22_37715810	22	37715810	-0.781690459191277
22_37715890	22	37715890	-1.0170878021946
22_37723259	22	37723259	-0.714489809697305
22_37724517	22	37724517	-0.720528538939389
22_37724734	22	37724734	-0.563576155101117
22_37725145	22	37725145	-0.32180958167562
22_37725367	22	37725367	-0.239754265708882
22_37725630	22	37725630	-0.55487718269113
22_37725788	22	37725788	-0.476519420831894
22_37734413	22	37734413	-1.11711079040675
22_37734465	22	37734465	-0.630799241397371
22_37734514	22	37734514	-0.695354022755153
22_37734820	22	37734820	-0.740266444630727
22_37734846	22	37734846	-0.859438145608405
22_37735064	22	37735064	-0.946004704133114
22_37739656	22	37739656	-0.67053004079852
22_37740669	22	37740669	-0.457866713930002
22_37745677	22	37745677	-0.85603956914654
22_37758060	22	37758060	-0.452357370157904
22_37768099	22	37768099	-0.86661217849614
22_37769262	22	37769262	-0.417310423058703
22_37769332	22	37769332	-0.445164988090957
22_37772696	22	37772696	-0.496868066223696
22_37808022	22	37808022	-0.708410175580599
22_37809982	22	37809982	-0.130429275270542
22_37813362	22	37813362	-0.296396263144171
22_37815721	22	37815721	-0.785272126971523
22_37823414	22	37823414	-0.383904852679491
22_37823445	22	37823445	-0.612194860321296
22_37823615	22	37823615	-0.227654788134255
22_37838573	22	37838573	-0.39041250963031
22_37906462	22	37906462	-0.971284112581472
22_37911985	22	37911985	-0.243596332003277
22_37917780	22	37917780	-0.21009641674995
22_37922355	22	37922355	-0.445164988090957
22_37925799	22	37925799	-0.784359028813898
22_37927476	22	37927476	-0.590528433020533
22_37927604	22	37927604	-0.808812072538437
22_37937096	22	37937096	-0.613277558339007
22_37945117	22	37945117	-0.317409440892584
22_37974074	22	37974074	-0.638708773494601
22_37975389	22	37975389	-0.779880502443412
22_37977960	22	37977960	-0.748516331534076
22_37983663	22	37983663	-0.795822046312433
22_38026004	22	38026004	-1.07237023769579
22_38067645	22	38067645	-0.697013246676843
22_38068083	22	38068083	-0.524882442393293
22_38068280	22	38068280	-0.279769944556762
22_38072571	22	38072571	-0.873513330820127
22_38074931	22	38074931	-0.568441910272933
22_38078399	22	38078399	-0.324516327386844
22_38081099	22	38081099	-0.709511217411412
22_38081132	22	38081132	-0.761482930540423
22_38081219	22	38081219	-0.780436883106261
22_38081268	22	38081268	-0.755101485793669
22_38081364	22	38081364	-0.681001644310575
22_38081551	22	38081551	-0.643651207382526
22_38085304	22	38085304	-0.582941479968048
22_38086248	22	38086248	-0.784150018304167
22_38086419	22	38086419	-1.25609711557239
22_38087191	22	38087191	-0.612776709508811
22_38088748	22	38088748	-0.262300930941146
22_38089533	22	38089533	-0.566114606911505
22_38099004	22	38099004	-0.726171614744941
22_38099071	22	38099071	-0.522947756518151
22_38112242	22	38112242	-0.681001644310575
22_38116348	22	38116348	-0.847639574290137
22_38116395	22	38116395	-0.998251160181741
22_38129554	22	38129554	-0.840146806999645
22_38132881	22	38132881	-0.498956809951649
22_38221697	22	38221697	-0.560471199164354
22_38224900	22	38224900	-0.838064494815838
22_38247794	22	38247794	-0.588263351185677
22_38298367	22	38298367	-0.289033740577418
22_38314128	22	38314128	-0.48246868716308
22_38427014	22	38427014	-1.31149483431805
22_38427131	22	38427131	-0.990155474407599
22_38427650	22	38427650	-0.521997051349718
22_38427833	22	38427833	-0.562879705635075
22_38538601	22	38538601	-0.43288665831252
22_38567619	22	38567619	-0.656498086938129
22_38591407	22	38591407	-0.0939033992454276
22_38716991	22	38716991	-0.490793551814012
22_38729554	22	38729554	-0.56783458757784
22_38736092	22	38736092	-0.686245430332181
22_38738951	22	38738951	-0.652393688605393
