	Chromosome	Position	67RT_CM+_vs_67_PBMC.tumour
19_35500417	19	35500417	-0.0128688611863411
19_35501868	19	35501868	0.349336701826136
19_35506175	19	35506175	0.514299984877576
19_35506510	19	35506510	0.0645223094582099
19_35507460	19	35507460	0.617320520301359
19_35510411	19	35510411	0.680309936316505
19_35511475	19	35511475	0.17216303264618
19_35511519	19	35511519	0.953328430722921
19_35511573	19	35511573	0.213742136397579
19_35511808	19	35511808	0.575704893087194
19_35513060	19	35513060	0.048531683477802
19_35513179	19	35513179	0.597847776124532
19_35513204	19	35513204	0.639667951819159
19_35526644	19	35526644	0.60857418271759
19_35526696	19	35526696	0.471007514420501
19_35526963	19	35526963	0.339273018481438
19_35527213	19	35527213	0.611653575649562
19_35527533	19	35527533	0.374513210851909
19_35527653	19	35527653	0.187517279523216
19_35527667	19	35527667	0.309496437294345
19_35527721	19	35527721	0.420193013865005
19_35527768	19	35527768	0.307092612732288
19_35528092	19	35528092	0.53170541933332
19_35528213	19	35528213	0.449697008175088
19_35542528	19	35542528	0.642062466959542
19_35542531	19	35542531	0.631255712002959
19_35542550	19	35542550	0.728477218777015
19_35542558	19	35542558	0.784646596131241
19_35557030	19	35557030	0.235437207496898
19_35557839	19	35557839	0.39080331912152
19_35560067	19	35560067	0.403600593585634
19_35613884	19	35613884	0.702677749344959
19_35615121	19	35615121	0.603688654713592
19_35617369	19	35617369	0.757125533367336
19_35622693	19	35622693	0.290669214103142
19_35623107	19	35623107	0.410702876559225
19_35633920	19	35633920	0.221551059608343
19_35642626	19	35642626	0.278447825785394
19_35643011	19	35643011	0.450595603682738
19_35643306	19	35643306	0.527329075947625
19_35643417	19	35643417	0.833261859155104
19_35643419	19	35643419	0.845268684865468
19_35643647	19	35643647	0.598882336972659
19_35643750	19	35643750	0.191271855593884
19_35644761	19	35644761	0.745673120699631
19_35666823	19	35666823	0.180943918188389
19_35668579	19	35668579	0.619440868925231
19_35668622	19	35668622	0.578267407155016
19_35673534	19	35673534	0.718445065203276
19_35675911	19	35675911	0.281213980906683
19_35675989	19	35675989	0.307092612732288
19_35677992	19	35677992	0.640838495527097
19_35678083	19	35678083	0.947790247181491
19_35714793	19	35714793	0.628172312981329
19_35715301	19	35715301	0.72660358859044
19_35715305	19	35715305	0.790733926010155
19_35719862	19	35719862	0.707494765642735
19_35720818	19	35720818	0.495570056459455
19_35720922	19	35720922	0.565374169471845
19_35723964	19	35723964	0.596245671528031
19_35729164	19	35729164	0.348413672337907
19_35729972	19	35729972	0.452040948643388
19_35733416	19	35733416	0.507878079263618
19_35733776	19	35733776	0.657903523268225
19_35739887	19	35739887	0.241425695083293
19_35755706	19	35755706	0.777806464593821
19_35759879	19	35759879	0.510384934874193
19_35764895	19	35764895	0.42064238158111
19_35765126	19	35765126	0.54280641256657
19_35767403	19	35767403	0.304028480520153
19_35767431	19	35767431	0.364808110588576
19_35767734	19	35767734	0.541971277932026
19_35767743	19	35767743	0.460528728436595
19_35767946	19	35767946	0.521111341467251
19_35768908	19	35768908	0.970987097219427
19_35778668	19	35778668	0.558138066322561
19_35785425	19	35785425	0.536574458855055
19_35786855	19	35786855	0.131873311620463
19_35787362	19	35787362	0.109153235120379
19_35787725	19	35787725	0.329048347470976
19_35800203	19	35800203	0.826388195804449
19_35806587	19	35806587	0.728672957877904
19_35806769	19	35806769	0.52579998726088
19_35806823	19	35806823	0.515307613443237
19_35812019	19	35812019	0.250165544647453
19_35812518	19	35812518	0.412326314510978
19_35812787	19	35812787	0.282345950396603
19_35830918	19	35830918	0.351133173691499
19_35842487	19	35842487	0.503635815285892
19_35843517	19	35843517	0.678449594290977
19_35845372	19	35845372	0.723936868716763
19_35845551	19	35845551	0.601700101620138
19_35849273	19	35849273	0.457241937800356
19_35849563	19	35849563	0.243246130707662
19_35851263	19	35851263	0.546558547427678
19_35851603	19	35851603	0.621147863848361
19_35851795	19	35851795	0.326182471689734
19_35851977	19	35851977	0.417275530482711
19_35857427	19	35857427	0.644916029781311
19_35858767	19	35858767	0.579295333839677
19_35858850	19	35858850	0.728861681148614
19_35859571	19	35859571	0.6008754688221
19_35859572	19	35859572	0.532752747902647
19_35860643	19	35860643	0.779845609867419
19_35861978	19	35861978	0.652653593413639
19_35869738	19	35869738	0.736063917839506
19_35871722	19	35871722	0.513490845742014
19_35872568	19	35872568	0.288146903290248
19_35872580	19	35872580	0.163229907876172
19_35879109	19	35879109	0.732148867836123
19_35890004	19	35890004	0.895322827287355
19_35896979	19	35896979	0.527866392542621
19_35902263	19	35902263	0.480700910624345
19_35903370	19	35903370	0.34257816320511
19_35903746	19	35903746	0.519845264123259
19_35903776	19	35903776	0.420842145502903
19_35903844	19	35903844	0.70020949375421
19_35903903	19	35903903	0.367002324001487
19_35904484	19	35904484	0.515709489554054
19_35907512	19	35907512	0.604074350489419
19_35907756	19	35907756	0.383667137839891
19_35908213	19	35908213	0.337105181798728
19_35939711	19	35939711	0.190683120616977
19_35939977	19	35939977	0.393428788528343
19_35944777	19	35944777	0.596981552717609
19_35995607	19	35995607	0.296229249588106
19_35995851	19	35995851	0.304266568653525
19_36003450	19	36003450	0.410322769840944
19_36003474	19	36003474	0.467901603552679
19_36006456	19	36006456	0.587200531925023
19_36006501	19	36006501	0.560233484324754
19_36006534	19	36006534	0.712731414008883
19_36006825	19	36006825	0.818275196361272
19_36007185	19	36007185	0.0992624855987318
19_36008675	19	36008675	0.351822468994095
19_36010574	19	36010574	0.504738371733051
19_36010607	19	36010607	0.307651039308213
19_36019238	19	36019238	0.524464776577061
19_36032326	19	36032326	0.815824906972986
19_36039457	19	36039457	0.44764917952623
19_36039660	19	36039660	0.743705017605014
19_36039711	19	36039711	0.648601076589167
19_36075967	19	36075967	0.453934001061559
19_36081514	19	36081514	0.596419061954402
19_36092759	19	36092759	0.304507600320761
19_36102747	19	36102747	0.27309194149696
19_36103774	19	36103774	0.72660358859044
19_36104794	19	36104794	0.379473497770327
19_36112801	19	36112801	0.368665586258089
19_36183381	19	36183381	0.245280961850195
19_36183403	19	36183403	0.267380099999652
19_36183445	19	36183445	0.404997200704274
19_36183447	19	36183447	0.343274949038934
19_36183548	19	36183548	0.555391793694347
19_36195048	19	36195048	0.587200531925023
19_36236463	19	36236463	0.239277228504717
19_36237218	19	36237218	0.407752756364204
19_36341048	19	36341048	0.427543865936538
19_36362116	19	36362116	0.612291512887854
19_36393077	19	36393077	0.44622690417884
19_36449184	19	36449184	0.440359143595752
19_36449773	19	36449773	0.436420579749414
19_36514036	19	36514036	0.0749943736391813
19_36534874	19	36534874	0.242372034927582
19_36547514	19	36547514	0.529485034068736
19_36548039	19	36548039	0.65431472778356
19_36548167	19	36548167	0.22607098689953
19_36626179	19	36626179	0.0349042201241894
19_36626400	19	36626400	-0.134263968700995
19_36626588	19	36626588	0.140843269433374
19_36627537	19	36627537	0.647573149904505
19_36718964	19	36718964	0.926002445376782
19_36719627	19	36719627	0.437739633042427
19_36719903	19	36719903	0.0995352325587821
19_36720353	19	36720353	0.455955998646771
19_36720476	19	36720476	0.403978707869253
19_36748376	19	36748376	0.592049931586419
19_36750239	19	36750239	0.409662346372836
19_36818888	19	36818888	0.0573795853963281
19_36819380	19	36819380	0.678540843463449
19_36819442	19	36819442	0.625168382124044
19_36819498	19	36819498	0.60296784778334
19_36819984	19	36819984	0.701659256509938
19_36823355	19	36823355	0.801098159096016
19_36876931	19	36876931	0.836651965485892
19_36877244	19	36877244	0.39392504320533
19_36892351	19	36892351	0.438755257893163
19_36892992	19	36892992	0.697383449675446
19_36949595	19	36949595	0.666634999419428
19_36949903	19	36949903	0.506280536541456
19_36950209	19	36950209	0.458876434949484
19_36950463	19	36950463	0.67494342656669
19_36950539	19	36950539	0.719165872133528
19_36950560	19	36950560	0.668500634026872
19_36951078	19	36951078	0.265272437037661
19_36991249	19	36991249	0.357999721167105
19_36996592	19	36996592	0.713516981706424
19_36996643	19	36996643	0.735844613280159
19_36996670	19	36996670	0.878366373041699
19_36996730	19	36996730	0.544765265604627
19_36996821	19	36996821	0.287214989918338
19_36996964	19	36996964	0.371994651181845
19_36997073	19	36997073	0.369609096852397
19_36997295	19	36997295	0.284273398967717
19_36997397	19	36997397	0.618909391652362
19_36997570	19	36997570	0.359394614402211
19_36997579	19	36997579	0.276412994642861
19_36997597	19	36997597	0.289814621300453
19_37127255	19	37127255	0.506004449077043
19_37130088	19	37130088	0.255622267003942
19_37151982	19	37151982	0.0802405432051405
19_37152020	19	37152020	0.207352461108479
19_37152733	19	37152733	0.244210821509831
19_37152875	19	37152875	0.44215019912174
19_37153149	19	37153149	0.268753005772623
19_37153311	19	37153311	0.308174093323329
19_37153468	19	37153468	0.723936868716763
19_37186619	19	37186619	0.308174093323329
19_37186709	19	37186709	0.2701712364505
19_37186846	19	37186846	0.326182471689734
19_37187187	19	37187187	0.38165162075199
19_37190046	19	37190046	0.238050968302637
19_37190086	19	37190086	0.214782666583968
19_37235684	19	37235684	0.285310190274206
19_37242720	19	37242720	0.596981552717609
19_37242830	19	37242830	0.0550899134696021
19_37347309	19	37347309	-0.162821215066629
19_37354030	19	37354030	0.528985917979728
19_37357982	19	37357982	0.610813089146974
19_37362473	19	37362473	0.424929103026146
19_37363295	19	37363295	0.409662346372836
19_37363333	19	37363333	0.146627940539042
19_37363386	19	37363386	0.277872473817295
19_37388686	19	37388686	0.28176055982623
19_37388687	19	37388687	0.234280622574035
19_37388713	19	37388713	0.227658145237883
19_37483899	19	37483899	0.364808110588576
19_37484139	19	37484139	0.401227589250841
19_37484228	19	37484228	0.22900889305089
19_37484354	19	37484354	0.745462615841756
19_37533369	19	37533369	0.758966880191503
19_37533428	19	37533428	0.720724204762413
19_37533465	19	37533465	0.587200531925023
19_37537055	19	37537055	0.43930183681271
19_37537432	19	37537432	0.217627064802553
19_37537677	19	37537677	0.175074628066083
19_37564648	19	37564648	0.648601076589167
19_37564710	19	37564710	0.632054767709284
19_37565055	19	37565055	0.460344252374597
19_37565636	19	37565636	-0.0102529129793296
19_37565672	19	37565672	-0.0204820452962164
19_37565749	19	37565749	0.0779023011359394
19_37565861	19	37565861	0.537447496727924
19_37601031	19	37601031	0.177809595787322
19_37613103	19	37613103	0.554779054232646
19_37613832	19	37613832	0.60458261015326
19_37635120	19	37635120	0.464142135520685
19_37669354	19	37669354	0.627389622040722
19_37669875	19	37669875	0.553479914081022
19_37698539	19	37698539	0.52262853062894
19_37698715	19	37698715	0.560532581462943
19_37699785	19	37699785	0.494942024073035
19_37738653	19	37738653	0.469114462002329
19_37738923	19	37738923	0.466185130963658
19_37739680	19	37739680	-0.0502293886902683
19_37740106	19	37740106	0.537834454604044
19_37885954	19	37885954	0.228746561012547
19_37886164	19	37886164	0.426735859731777
19_37886208	19	37886208	0.373075726572176
19_37886764	19	37886764	0.369969815704354
19_37886777	19	37886777	0.558631379728253
19_37886792	19	37886792	0.530169586888644
19_37886795	19	37886795	0.544765265604627
19_37887074	19	37887074	0.265272437037661
19_37887109	19	37887109	0.74444027373622
19_37887110	19	37887110	0.712731414008883
19_37887467	19	37887467	0.426735859731777
19_37887908	19	37887908	0.652491992176742
19_37888806	19	37888806	0.731276709598444
19_37889140	19	37889140	0.664069295309294
19_37889608	19	37889608	1.01529418402931
19_37889622	19	37889622	0.944752536543107
19_37891688	19	37891688	0.6612011133688
19_37891703	19	37891703	0.472688650801318
19_37893757	19	37893757	0.455749678297347
19_37893781	19	37893781	0.361780417891007
19_37894812	19	37894812	0.645303486488592
19_38081640	19	38081640	0.202536681689698
19_38082137	19	38082137	0.508423418540906
19_38082413	19	38082413	0.581787035738659
19_38082499	19	38082499	0.525078820017226
19_38082693	19	38082693	0.397539312421449
19_38082707	19	38082707	0.441122272437079
19_38119844	19	38119844	0.467901603552679
19_38141216	19	38141216	0.350161334624174
19_38162323	19	38162323	0.59947886170346
19_38162353	19	38162353	0.652491992176742
19_38164749	19	38164749	0.625862152294129
19_38164809	19	38164809	0.361640831509893
19_38192221	19	38192221	0.358803127763247
19_38193737	19	38193737	0.711982156635049
19_38206207	19	38206207	0.268753005772623
19_38256235	19	38256235	0.649005816398495
19_38291845	19	38291845	0.728063067764873
19_38304871	19	38304871	0.480700910624345
19_38304914	19	38304914	0.471723314505087
19_38307446	19	38307446	0.17856080384433
19_38309525	19	38309525	0.696825023099522
19_38320264	19	38320264	0.520086336066487
19_38324558	19	38324558	0.378613910113606
19_38324584	19	38324584	0.435197438479974
19_38344314	19	38344314	0.0511476316848139
19_38356791	19	38356791	0.592475473965698
19_38362455	19	38362455	0.437175087920416
19_38365075	19	38365075	0.274763886014959
19_38370693	19	38370693	0.231263544872762
19_38370722	19	38370722	0.245795062538357
19_38374779	19	38374779	0.231263544872762
19_38385791	19	38385791	0.24903179603045
19_38385834	19	38385834	0.301798313062775
19_38385926	19	38385926	0.260390215657915
19_38386048	19	38386048	0.710775217043556
19_38386666	19	38386666	0.165373866983541
19_38388614	19	38388614	0.444756266904818
19_38394757	19	38394757	0.151814387254377
19_38395671	19	38395671	0.909128626812386
19_38403221	19	38403221	0.832313029761555
19_38403295	19	38403295	0.861145711969268
19_38405419	19	38405419	0.656242176354675
19_38405564	19	38405564	0.944135076640299
19_38405604	19	38405604	0.534251651976065
19_38410088	19	38410088	0.298855037562042
19_38410938	19	38410938	0.565763361262732
19_38411245	19	38411245	0.427543865936538
19_38411283	19	38411283	0.422346520030133
19_38412759	19	38412759	0.835418940629376
19_38413220	19	38413220	0.521266261740247
19_38413241	19	38413241	0.695576692969815
19_38414992	19	38414992	0.580597797100776
19_38415061	19	38415061	0.495777504161429
19_38415075	19	38415075	0.529485034068736
19_38422138	19	38422138	0.442810622589849
19_38443551	19	38443551	0.238678227025948
19_38448427	19	38448427	0.240750117903592
19_38448451	19	38448451	0.231719877326634
19_38448460	19	38448460	0.22964852730694
19_38455542	19	38455542	0.432382422872919
19_38458246	19	38458246	0.627389622040722
19_38463467	19	38463467	0.72602823662234
19_38464649	19	38464649	0.342088034088492
19_38466262	19	38466262	0.643784060291391
19_38467757	19	38467757	0.499737690674684
19_38473469	19	38473469	0.43287238553373
19_38473635	19	38473635	0.614422000660048
19_38473682	19	38473682	0.91297069310678
19_38477859	19	38477859	0.553647972213997
19_38483293	19	38483293	0.314182037518607
19_38483301	19	38483301	0.291744648398852
19_38483346	19	38483346	0.179115793287946
19_38483476	19	38483476	0.398166707535007
19_38485692	19	38485692	0.376633545985365
19_38485767	19	38485767	0.522016363164886
19_38485972	19	38485972	0.346572539139509
19_38492540	19	38492540	0.413306628279765
19_38494464	19	38494464	0.0813096021950659
19_38496251	19	38496251	0.522494842537208
19_38499696	19	38499696	0.632288421453561
19_38499705	19	38499705	0.631594651283477
19_38499953	19	38499953	0.301798313062775
19_38500876	19	38500876	0.318013899109635
19_38500903	19	38500903	0.208688908671293
19_38502629	19	38502629	0.539266054861321
19_38502907	19	38502907	0.324166126091229
19_38502916	19	38502916	0.291744648398852
19_38504270	19	38504270	0.437175087920416
19_38504870	19	38504870	0.541876541415533
19_38505358	19	38505358	0.694115735841535
19_38506525	19	38506525	0.564116918811982
19_38507722	19	38507722	0.182810276845688
19_38510514	19	38510514	0.483364720940483
19_38517363	19	38517363	0.461669649841165
19_38517555	19	38517555	0.518636245441952
19_38527640	19	38527640	0.658753792950057
19_38527707	19	38527707	0.560532581462943
19_38528602	19	38528602	0.93512383534533
19_38543411	19	38543411	0.301798313062775
19_38565651	19	38565651	0.474991028338998
19_38566975	19	38566975	0.59415329256679
19_38570618	19	38570618	0.449697008175088
19_38570627	19	38570627	0.52579998726088
19_38575911	19	38575911	0.921619570995583
19_38578001	19	38578001	0.65431472778356
19_38578134	19	38578134	0.650394358412217
19_38580122	19	38580122	1.29048299983494
19_38595964	19	38595964	0.480285328008511
19_38596436	19	38596436	0.407752756364204
19_38597339	19	38597339	0.335481439319064
19_38601502	19	38601502	0.598882336972659
19_38606206	19	38606206	0.577352745968676
19_38609954	19	38609954	0.582234279031674
19_38701021	19	38701021	0.256421519455395
19_38701093	19	38701093	0.650252702460325
19_38706095	19	38706095	0.676009798882879
19_38706105	19	38706105	0.587200531925023
19_38717102	19	38717102	0.680309936316505
19_38718001	19	38718001	0.380749654457597
19_38727082	19	38727082	0.723522003137804
19_38731141	19	38731141	0.609920608425107
19_38733773	19	38733773	0.456803894669349
19_38735444	19	38735444	0.238536054565533
19_38735469	19	38735469	0.420739385786282
19_38735478	19	38735478	0.453617377546431
19_38737249	19	38737249	0.652653593413639
19_38740108	19	38740108	0.835588161794416
19_38742506	19	38742506	0.448302426103336
19_38812881	19	38812881	0.283258182511024
19_38815889	19	38815889	0.591773261714847
19_38815892	19	38815892	0.560233484324754
19_38816300	19	38816300	0.657326618315666
19_38817253	19	38817253	0.72660358859044
19_38838959	19	38838959	0.417275530482711
19_38840555	19	38840555	0.622206981752937
19_38849921	19	38849921	0.671032122728494
19_38849924	19	38849924	0.723083960006796
19_38870080	19	38870080	0.865736031299005
19_38870841	19	38870841	0.779845609867419
19_38879129	19	38879129	0.229306939749788
19_38879270	19	38879270	0.620675236476111
19_38879295	19	38879295	0.556826882881505
19_38883715	19	38883715	0.490524512513349
19_38889724	19	38889724	0.647321524362594
19_38900291	19	38900291	0.368560245449683
19_38910459	19	38910459	0.313439719498171
19_38910579	19	38910579	0.648229965322583
19_38910796	19	38910796	0.67666215930136
19_38911082	19	38911082	0.733051398388478
19_38926247	19	38926247	0.405202698182136
19_38932655	19	38932655	0.814165683051295
19_38932673	19	38932673	0.739203625370074
19_38942659	19	38942659	0.757699968987463
19_38948568	19	38948568	0.597847776124532
19_38950176	19	38950176	0.576474125331965
19_38950326	19	38950326	0.809592953261471
19_39007540	19	39007540	0.42064238158111
19_39025499	19	39025499	0.768874492046416
19_39031976	19	39031976	0.587200531925023
19_39085347	19	39085347	0.560233484324754
19_39098549	19	39098549	0.587200531925023
19_39099075	19	39099075	0.789934427491003
19_39169613	19	39169613	0.494836513776364
19_39173128	19	39173128	0.434188913419057
19_39173145	19	39173145	0.420951188626109
19_39176652	19	39176652	0.461669649841165
19_39176653	19	39176653	0.501809040694379
19_39200474	19	39200474	0.728477218777015
19_39241143	19	39241143	0.652903778975853
19_39243580	19	39243580	0.49287314937687
19_39243674	19	39243674	0.617153754026651
19_39244133	19	39244133	0.394555453982628
19_39244283	19	39244283	0.432477937126381
19_39244883	19	39244883	0.661582728247599
19_39244889	19	39244889	0.590866849122793
19_39244895	19	39244895	0.630269253816909
19_39244962	19	39244962	0.671199517871792
19_39247148	19	39247148	0.417275530482711
19_39247732	19	39247732	0.556438278154336
19_39247771	19	39247771	0.48060146585154
19_39248530	19	39248530	0.754310517760282
19_39252525	19	39252525	0.595917749026132
19_39268683	19	39268683	0.186662602341295
19_39268695	19	39268695	0.196061300343544
19_39268703	19	39268703	0.22607098689953
19_39269186	19	39269186	0.394555453982628
19_39269503	19	39269503	0.448494261093431
19_39269995	19	39269995	0.268132091176902
19_39298008	19	39298008	0.387669068397388
19_39307724	19	39307724	0.423081152163917
19_39308533	19	39308533	0.319978329127796
19_39314197	19	39314197	0.284381259985366
19_39335491	19	39335491	0.192921592812977
19_39376710	19	39376710	0.685502605536827
19_39381082	19	39381082	0.774432113681055
19_39386095	19	39386095	0.789934427491003
19_39407821	19	39407821	0.355874985818568
19_39414212	19	39414212	0.344026548452072
19_39416396	19	39416396	0.638274716519293
19_39418924	19	39418924	0.296685389669122
19_39420811	19	39420811	0.487664858374109
19_39422994	19	39422994	0.68714196979893
19_39424750	19	39424750	0.632592434739038
19_39425093	19	39425093	0.145973508665317
19_39425118	19	39425118	0.257892906672064
19_39435667	19	39435667	0.420951188626109
19_39464875	19	39464875	0.461669649841165
19_39466693	19	39466693	0.409662346372836
19_39473209	19	39473209	0.180943918188389
19_39476107	19	39476107	0.762104027480152
19_39480654	19	39480654	0.211333629926857
19_39480792	19	39480792	0.682148935980286
19_39480826	19	39480826	0.523070194505308
19_39480998	19	39480998	0.65710254515518
19_39485592	19	39485592	0.544765265604627
19_39502830	19	39502830	0.661897899202624
19_39502920	19	39502920	0.183478345874014
19_39503021	19	39503021	0.468556035426404
19_39504071	19	39504071	0.787499182410855
19_39507252	19	39507252	0.175886118688897
19_39507329	19	39507329	0.493626416612826
19_39515674	19	39515674	0.411201016073027
19_39515676	19	39515676	0.473742482141739
19_39532562	19	39532562	0.850234937758817
19_39532668	19	39532668	0.736647920466317
19_39539952	19	39539952	0.359172575919143
19_39540064	19	39540064	0.313699127040161
19_39602471	19	39602471	0.686053918851309
19_39605345	19	39605345	0.799745167305124
19_39660505	19	39660505	0.587200531925023
19_39704543	19	39704543	0.501470657899139
19_39705987	19	39705987	0.414051629608425
19_39707284	19	39707284	0.744044888439573
19_39709274	19	39709274	0.572553755960622
19_39734346	19	39734346	0.683876551336697
19_39734391	19	39734391	0.501809040694379
19_39735006	19	39735006	0.577922718337013
19_39784545	19	39784545	0.464864989000971
19_39785904	19	39785904	0.422944280569403
19_39786024	19	39786024	0.606010381699782
19_39825718	19	39825718	-0.115598459089991
19_39826781	19	39826781	0.430696046245033
19_39827594	19	39827594	0.403855014720389
19_39870288	19	39870288	0.391890212062797
19_39872262	19	39872262	0.409896000117113
19_39872352	19	39872352	0.209680111074344
19_39872380	19	39872380	0.217966722259304
19_39872599	19	39872599	0.442810622589849
19_39872640	19	39872640	0.594360323497889
19_39873276	19	39873276	0.646094220978592
19_39873286	19	39873286	0.686736205475938
19_39873640	19	39873640	0.193769488835555
19_39875455	19	39875455	0.190504668635689
19_39877268	19	39877268	0.0436579585838481
19_39877718	19	39877718	0.474991028338998
19_39877724	19	39877724	0.502164428069224
19_39877736	19	39877736	0.435197438479974
19_39877863	19	39877863	0.592717536892589
19_39878179	19	39878179	0.510934637696956
19_39878230	19	39878230	0.505258918388847
19_39883310	19	39883310	-0.775369547459685
19_39886439	19	39886439	0.265272437037661
19_39889952	19	39889952	0.462464304248966
19_39889953	19	39889953	0.489531619524222
19_39889969	19	39889969	0.449697008175088
19_39891842	19	39891842	0.402948748983609
19_39893949	19	39893949	0.045630626717248
19_39894097	19	39894097	0.318711695999121
19_39894111	19	39894111	0.330206728248529
19_39894463	19	39894463	0.854680842790009
19_39902109	19	39902109	0.101773704754782
19_39902524	19	39902524	0.730433415742341
19_39913795	19	39913795	0.427543865936538
19_39913825	19	39913825	0.469364041631165
19_39913862	19	39913862	0.577550361891304
19_39914030	19	39914030	0.460602962146812
19_39914032	19	39914032	0.472380129923165
19_39914176	19	39914176	0.597396299030912
19_39918256	19	39918256	0.199539471577485
19_39918400	19	39918400	0.272327194571611
19_39998350	19	39998350	0.623726407950137
19_40013998	19	40013998	0.591954061895658
19_40014310	19	40014310	0.312093293790655
19_40014778	19	40014778	0.567437277103593
19_40015001	19	40015001	0.507973840774448
19_40035159	19	40035159	0.0973952642442073
19_40035607	19	40035607	0.678235608078646
19_40036519	19	40036519	0.152263475208475
19_40047439	19	40047439	0.508590697228657
19_40048768	19	40048768	0.265272437037661
19_40074524	19	40074524	0.22900889305089
19_40074652	19	40074652	0.511912404620786
19_40075770	19	40075770	0.255004101583834
19_40083149	19	40083149	0.202935381440996
19_40084788	19	40084788	0.782671653946183
19_40204551	19	40204551	0.65076566070249
19_40206123	19	40206123	0.725720396006451
19_40223619	19	40223619	0.326436299716057
19_40224542	19	40224542	0.282345950396603
19_40226470	19	40226470	0.535112020776569
19_40226553	19	40226553	0.526658989989973
19_40235955	19	40235955	0.453344785190233
19_40257008	19	40257008	0.785426642130719
19_40322119	19	40322119	0.959802764883471
19_40322311	19	40322311	0.596786580754221
19_40367620	19	40367620	0.25599462344965
19_40376651	19	40376651	0.224630452540315
19_40376660	19	40376660	0.271173038477345
19_40376681	19	40376681	0.366050207127538
19_40380773	19	40380773	0.503635815285892
19_40380835	19	40380835	0.450698532020161
19_40381102	19	40381102	0.481405867902427
19_40383793	19	40383793	0.178087866603285
19_40383836	19	40383836	0.427543865936538
19_40394405	19	40394405	0.513738369984002
19_40394514	19	40394514	0.324166126091229
19_40394650	19	40394650	0.398755442511913
19_40394679	19	40394679	0.339933441949546
19_40394958	19	40394958	0.548872413265924
19_40395242	19	40395242	0.520369023446814
19_40395520	19	40395520	0.139741554953802
19_40395577	19	40395577	0.310360326566199
19_40395625	19	40395625	0.304800801224299
19_40395697	19	40395697	0.249152771674384
19_40395707	19	40395707	0.0907747058055244
19_40396388	19	40396388	0.224630452540315
19_40396869	19	40396869	0.523935638467007
19_40397071	19	40397071	0.123253432165233
19_40397621	19	40397621	0.341444117523065
19_40397859	19	40397859	0.290669214103142
19_40423297	19	40423297	0.417275530482711
19_40458272	19	40458272	0.520705120138117
19_40458418	19	40458418	0.295019780431713
19_40458433	19	40458433	0.281213980906683
19_40472733	19	40472733	0.739203625370074
19_40501964	19	40501964	0.476776542231373
19_40502271	19	40502271	0.448302426103336
19_40504075	19	40504075	0.444460359808941
19_40506283	19	40506283	0.452040948643388
19_40512925	19	40512925	0.507878079263618
19_40513343	19	40513343	0.691537191739759
19_40519879	19	40519879	0.0159129681009438
19_40532667	19	40532667	0.492563657786948
19_40549254	19	40549254	0.627842516422369
19_40566194	19	40566194	0.284637761904592
19_40568046	19	40568046	0.508829468372151
19_40570649	19	40570649	0.943344342150299
19_40580403	19	40580403	0.335847931138865
19_40580913	19	40580913	-0.0611873489377664
19_40590262	19	40590262	0.209680111074344
19_40590283	19	40590283	0.220878317679208
19_40590844	19	40590844	0.507878079263618
19_40597348	19	40597348	0.87067832697059
19_40599405	19	40599405	1.04488236861236
19_40607498	19	40607498	0.417275530482711
19_40609594	19	40609594	0.742478757402934
19_40613423	19	40613423	0.60581621009237
19_40617195	19	40617195	0.596245671528031
19_40619477	19	40619477	0.392184549519881
19_40622654	19	40622654	0.513199950481246
19_40623976	19	40623976	0.606309354872728
19_40627287	19	40627287	0.283419783747921
19_40627748	19	40627748	0.96270966701723
19_40667864	19	40667864	0.354081703995517
19_40667975	19	40667975	0.348828180325499
19_40673480	19	40673480	0.455288856419442
19_40684550	19	40684550	0.624675237343686
19_40703784	19	40703784	0.218729851100631
19_40705151	19	40705151	0.516811204033625
19_40705434	19	40705434	0.399997539050876
19_40714313	19	40714313	0.25105857781796
19_40717442	19	40717442	0.476776542231373
19_40717482	19	40717482	0.396152238916957
19_40717562	19	40717562	0.213742136397579
19_40729199	19	40729199	0.202007543579645
19_40749698	19	40749698	0.260306184144312
19_40763646	19	40763646	0.439446911481331
19_40765137	19	40765137	0.468556035426404
19_40775795	19	40775795	0.539266054861321
19_40786696	19	40786696	0.487664858374109
19_40786705	19	40786705	0.550674655899909
19_40800650	19	40800650	0.232105573102462
19_40800866	19	40800866	0.393027984236034
19_40801235	19	40801235	0.485179594984515
19_40807146	19	40807146	0.628172312981329
19_40844710	19	40844710	0.686210537756189
19_40844725	19	40844725	0.715356883415706
19_40844743	19	40844743	0.718445065203276
19_40846902	19	40846902	0.557453188530971
19_40847202	19	40847202	0.47714698646011
19_40848591	19	40848591	0.571933775271713
19_40848717	19	40848717	0.535112020776569
19_40848807	19	40848807	0.544131810033137
19_40849833	19	40849833	1.0232996467317
19_40849960	19	40849960	0.424929103026146
19_40849971	19	40849971	0.554779054232646
19_40849980	19	40849980	0.644686026585784
19_40850283	19	40850283	0.499737690674684
19_40876571	19	40876571	0.649484810179366
19_40876639	19	40876639	0.537569764200423
19_40877210	19	40877210	0.575704893087194
19_40877248	19	40877248	0.6612011133688
19_40877315	19	40877315	0.674352481020105
19_40877894	19	40877894	0.382661775401374
19_40878797	19	40878797	0.0989140506155411
19_40878876	19	40878876	0.351245660147514
19_40878881	19	40878881	0.295969234260578
19_40880542	19	40880542	0.486473040841737
19_40880575	19	40880575	0.680309936316505
